"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Rcn13"	5.74054859464329e-264	0.323563368896424	0.911	0.734	1.28065898597897e-259	"Haematoendothelial progenitors"	"Rcn1"
"Pcgf55"	4.84773343991771e-262	0.29360296861647	0.653	0.359	1.08148085311124e-257	"Haematoendothelial progenitors"	"Pcgf5"
"Rasgrp26"	6.33585878569292e-247	0.381333049508206	0.72	0.45	1.41346673650023e-242	"Haematoendothelial progenitors"	"Rasgrp2"
"Maged15"	2.78647098403249e-235	0.294884087834191	0.92	0.753	6.21633811827808e-231	"Haematoendothelial progenitors"	"Maged1"
"Hmga25"	3.48935812567829e-233	0.304353145655455	0.861	0.608	7.78440904257569e-229	"Haematoendothelial progenitors"	"Hmga2"
"Vat13"	2.63855981441729e-229	0.252436231199358	0.404	0.183	5.88636308998353e-225	"Haematoendothelial progenitors"	"Vat1"
"Ddah25"	4.16965219396685e-224	0.305432384957478	0.847	0.665	9.30207707952064e-220	"Haematoendothelial progenitors"	"Ddah2"
"Bin11"	1.33997857408376e-223	0.302609052159702	0.557	0.318	2.98935820092347e-219	"Haematoendothelial progenitors"	"Bin1"
"Tubb64"	3.36326402687393e-217	0.307987071264522	0.808	0.589	7.50310571755304e-213	"Haematoendothelial progenitors"	"Tubb6"
"Fscn13"	6.46140559412e-214	0.275531636213712	0.989	0.888	1.44147497399223e-209	"Haematoendothelial progenitors"	"Fscn1"
"Mpzl12"	5.53224608490731e-213	0.302630837056392	0.806	0.612	1.23418877908197e-208	"Haematoendothelial progenitors"	"Mpzl1"
"Hoxb25"	2.77858190169703e-209	0.340214443275411	0.553	0.29	6.1987383644959e-205	"Haematoendothelial progenitors"	"Hoxb2"
"Sypl2"	2.23254087982063e-202	0.276217459916455	0.759	0.535	4.98057544879184e-198	"Haematoendothelial progenitors"	"Sypl"
"Klf22"	1.50851158067856e-189	0.272275112924726	0.304	0.123	3.36533848533581e-185	"Haematoendothelial progenitors"	"Klf2"
"Tmsb105"	2.36005504410062e-187	0.278997819238426	1	0.979	5.26504679788408e-183	"Haematoendothelial progenitors"	"Tmsb10"
"Sparc4"	3.05325168852766e-186	0.251566563210795	0.851	0.67	6.81149919193636e-182	"Haematoendothelial progenitors"	"Sparc"
"Hsp90b14"	3.62811997530193e-180	0.269800654326249	0.996	0.969	8.09397285290108e-176	"Haematoendothelial progenitors"	"Hsp90b1"
"Ifitm24"	5.42744571767624e-180	0.265141835199412	0.99	0.851	1.21080886515639e-175	"Haematoendothelial progenitors"	"Ifitm2"
"Rbpms4"	5.59487587259698e-178	0.258620532293882	0.892	0.731	1.24816085841766e-173	"Haematoendothelial progenitors"	"Rbpms"
"Kif5b3"	4.14362573640138e-172	0.264979270285443	0.955	0.888	9.24401465533784e-168	"Haematoendothelial progenitors"	"Kif5b"
"Myc2"	7.30793264197713e-171	0.276546070854077	0.549	0.334	1.63032669309868e-166	"Haematoendothelial progenitors"	"Myc"
"Cyr612"	5.33362971161619e-169	0.264668618250016	0.598	0.368	1.18987945236446e-164	"Haematoendothelial progenitors"	"Cyr61"
"Rab11a4"	4.90220643840352e-164	0.258834494201575	0.924	0.839	1.09363323434344e-159	"Haematoendothelial progenitors"	"Rab11a"
"Actn12"	1.46760417970002e-158	0.253043466346309	0.755	0.572	3.27407816449278e-154	"Haematoendothelial progenitors"	"Actn1"
"Slc16a33"	8.06006156785757e-128	0.252147593720056	0.962	0.842	1.79811913517335e-123	"Haematoendothelial progenitors"	"Slc16a3"
"Ccnd16"	5.58630696245453e-119	0.252496537172253	0.802	0.613	1.24624922025398e-114	"Haematoendothelial progenitors"	"Ccnd1"
"Dlk13"	1.22283896118663e-118	0.380580533093143	0.443	0.261	2.72803143851125e-114	"Haematoendothelial progenitors"	"Dlk1"
"Meg34"	2.50519216297413e-115	0.442554631875533	0.884	0.743	5.58883319637898e-111	"Haematoendothelial progenitors"	"Meg3"
"Ifitm13"	0	1.46763090728322	0.999	0.588	0	"Intermediate mesoderm"	"Ifitm1"
"Rspo33"	0	1.02321924283231	0.817	0.254	0	"Intermediate mesoderm"	"Rspo3"
"Aldh1a2"	0	0.987126369512331	0.607	0.093	0	"Intermediate mesoderm"	"Aldh1a2"
"Cdx13"	0	0.9809673117141	0.818	0.189	0	"Intermediate mesoderm"	"Cdx1"
"Phlda23"	0	0.952896156398831	0.976	0.654	0	"Intermediate mesoderm"	"Phlda2"
"Rbp14"	0	0.943405333988276	0.978	0.646	0	"Intermediate mesoderm"	"Rbp1"
"Hoxaas33"	0	0.909360381674913	0.604	0.136	0	"Intermediate mesoderm"	"Hoxaas3"
"Hoxb13"	0	0.897804546951162	0.83	0.191	0	"Intermediate mesoderm"	"Hoxb1"
"Cited11"	0	0.88917523409925	0.962	0.48	0	"Intermediate mesoderm"	"Cited1"
"Crabp12"	0	0.88514141620167	0.943	0.405	0	"Intermediate mesoderm"	"Crabp1"
"Pdlim42"	0	0.835503908205158	0.846	0.285	0	"Intermediate mesoderm"	"Pdlim4"
"Car3"	0	0.712538862098852	0.606	0.138	0	"Intermediate mesoderm"	"Car3"
"Cdx43"	0	0.709989436464346	0.469	0.112	0	"Intermediate mesoderm"	"Cdx4"
"Smc61"	0	0.703043751969675	0.958	0.855	0	"Intermediate mesoderm"	"Smc6"
"Laptm4b3"	0	0.687253656139255	0.927	0.57	0	"Intermediate mesoderm"	"Laptm4b"
"Lef12"	0	0.683115084770982	0.855	0.361	0	"Intermediate mesoderm"	"Lef1"
"Grsf13"	0	0.647795696316148	0.824	0.602	0	"Intermediate mesoderm"	"Grsf1"
"Hoxb26"	0	0.636514691458918	0.832	0.282	0	"Intermediate mesoderm"	"Hoxb2"
"Prtg5"	0	0.59952083288563	0.921	0.552	0	"Intermediate mesoderm"	"Prtg"
"Hes72"	0	0.594726606268352	0.486	0.096	0	"Intermediate mesoderm"	"Hes7"
"Tbx61"	0	0.591806776760268	0.539	0.072	0	"Intermediate mesoderm"	"Tbx6"
"Gal2"	0	0.587228393233684	0.316	0.046	0	"Intermediate mesoderm"	"Gal"
"Hoxa14"	0	0.577663466331739	0.751	0.197	0	"Intermediate mesoderm"	"Hoxa1"
"Cdx26"	0	0.575361725918083	0.758	0.349	0	"Intermediate mesoderm"	"Cdx2"
"Dll31"	0	0.565198185350239	0.58	0.165	0	"Intermediate mesoderm"	"Dll3"
"Arg11"	0	0.563565291537276	0.519	0.104	0	"Intermediate mesoderm"	"Arg1"
"Ifitm25"	0	0.546127497963623	0.995	0.85	0	"Intermediate mesoderm"	"Ifitm2"
"Mdk7"	0	0.545940903470385	1	0.969	0	"Intermediate mesoderm"	"Mdk"
"Gpc34"	0	0.542565987079505	0.939	0.613	0	"Intermediate mesoderm"	"Gpc3"
"Foxf12"	0	0.54043664449855	0.565	0.162	0	"Intermediate mesoderm"	"Foxf1"
"Osr11"	0	0.536050639378683	0.437	0.046	0	"Intermediate mesoderm"	"Osr1"
"Msx14"	0	0.529188361307928	0.693	0.373	0	"Intermediate mesoderm"	"Msx1"
"Meis22"	0	0.513922734156587	0.739	0.331	0	"Intermediate mesoderm"	"Meis2"
"Fabp72"	0	0.513737426284047	0.498	0.102	0	"Intermediate mesoderm"	"Fabp7"
"Nkd11"	0	0.513288622684554	0.712	0.33	0	"Intermediate mesoderm"	"Nkd1"
"Ccnd28"	0	0.510982517625893	0.948	0.624	0	"Intermediate mesoderm"	"Ccnd2"
"H2afy8"	0	0.508329784710487	0.951	0.709	0	"Intermediate mesoderm"	"H2afy"
"Fn17"	0	0.493095766112931	0.802	0.436	0	"Intermediate mesoderm"	"Fn1"
"T4"	0	0.477036130870004	0.545	0.225	0	"Intermediate mesoderm"	"T"
"Pcdh19"	0	0.460721253909125	0.482	0.063	0	"Intermediate mesoderm"	"Pcdh19"
"Sct2"	0	0.456346961798858	0.345	0.082	0	"Intermediate mesoderm"	"Sct"
"Dll11"	0	0.439166394836302	0.402	0.065	0	"Intermediate mesoderm"	"Dll1"
"Hmga26"	0	0.409603707109847	0.88	0.606	0	"Intermediate mesoderm"	"Hmga2"
"Vim6"	0	0.408007358324491	0.815	0.428	0	"Intermediate mesoderm"	"Vim"
"Hoxb3os1"	0	0.40413054911139	0.521	0.132	0	"Intermediate mesoderm"	"Hoxb3os"
"Meox1"	0	0.395139829638044	0.296	0.073	0	"Intermediate mesoderm"	"Meox1"
"Pclaf5"	0	0.390050850120079	0.999	0.932	0	"Intermediate mesoderm"	"Pclaf"
"Gfra3"	0	0.385908717658267	0.39	0.054	0	"Intermediate mesoderm"	"Gfra3"
"Sp55"	0	0.36840832323479	0.605	0.28	0	"Intermediate mesoderm"	"Sp5"
"Hoxd11"	0	0.365563904137033	0.414	0.097	0	"Intermediate mesoderm"	"Hoxd1"
"Hoxb63"	0	0.355932978584373	0.387	0.112	0	"Intermediate mesoderm"	"Hoxb6"
"Ptk72"	0	0.35275243389006	0.62	0.334	0	"Intermediate mesoderm"	"Ptk7"
"Hotairm13"	0	0.352136372082005	0.53	0.146	0	"Intermediate mesoderm"	"Hotairm1"
"Hmgb34"	0	0.347504160004112	0.995	0.935	0	"Intermediate mesoderm"	"Hmgb3"
"Hoxb83"	0	0.345709413287382	0.399	0.125	0	"Intermediate mesoderm"	"Hoxb8"
"Frzb2"	0	0.34165910099817	0.53	0.24	0	"Intermediate mesoderm"	"Frzb"
"Tspan62"	0	0.340647558835465	0.928	0.733	0	"Intermediate mesoderm"	"Tspan6"
"Hoxb5os2"	0	0.335642134598987	0.319	0.086	0	"Intermediate mesoderm"	"Hoxb5os"
"Mogat22"	0	0.331261063756127	0.861	0.622	0	"Intermediate mesoderm"	"Mogat2"
"Hoxa5"	0	0.318660229768879	0.377	0.065	0	"Intermediate mesoderm"	"Hoxa5"
"Marcksl15"	0	0.318592110233236	1	0.982	0	"Intermediate mesoderm"	"Marcksl1"
"Gnas5"	0	0.306620974050638	0.999	0.975	0	"Intermediate mesoderm"	"Gnas"
"Fscn14"	0	0.300932914750139	0.986	0.887	0	"Intermediate mesoderm"	"Fscn1"
"Tmsb106"	0	0.290096132874089	1	0.979	0	"Intermediate mesoderm"	"Tmsb10"
"Tpm46"	0	0.290093969576358	0.985	0.892	0	"Intermediate mesoderm"	"Tpm4"
"Sh3gl31"	0	0.282723982462292	0.347	0.092	0	"Intermediate mesoderm"	"Sh3gl3"
"Hoxd92"	0	0.278798295874684	0.29	0.059	0	"Intermediate mesoderm"	"Hoxd9"
"Hoxa2"	0	0.276273332949608	0.37	0.077	0	"Intermediate mesoderm"	"Hoxa2"
"Cdh25"	0	0.270805378438086	0.535	0.243	0	"Intermediate mesoderm"	"Cdh2"
"Wnt5a2"	0	0.267932956638116	0.408	0.132	0	"Intermediate mesoderm"	"Wnt5a"
"Snai11"	0	0.262815784726169	0.467	0.218	0	"Intermediate mesoderm"	"Snai1"
"Gbx23"	0	0.256806975696779	0.356	0.103	0	"Intermediate mesoderm"	"Gbx2"
"Hoxb41"	0	0.25383484610743	0.395	0.113	0	"Intermediate mesoderm"	"Hoxb4"
"Oaf2"	5.92148801839316e-303	0.253718747614003	0.556	0.304	1.32102476202333e-298	"Intermediate mesoderm"	"Oaf"
"Rcn23"	6.97548040932097e-298	0.308735581513216	0.907	0.728	1.55615992451542e-293	"Intermediate mesoderm"	"Rcn2"
"H1fx2"	1.02335122437668e-284	0.318152530108395	0.822	0.61	2.28299424646194e-280	"Intermediate mesoderm"	"H1fx"
"Nr6a12"	4.53992145261404e-277	0.284568122825417	0.596	0.366	1.01281107686367e-272	"Intermediate mesoderm"	"Nr6a1"
"Maged16"	7.69113283908165e-273	0.284648905906665	0.894	0.753	1.71581482507073e-268	"Intermediate mesoderm"	"Maged1"
"Fbln12"	2.6069543815891e-269	0.261913013338051	0.71	0.473	5.81585452988713e-265	"Intermediate mesoderm"	"Fbln1"
"Peg34"	1.56804823895277e-267	0.292347783317	0.792	0.562	3.49815881627974e-263	"Intermediate mesoderm"	"Peg3"
"Pdcd55"	1.91389892041981e-263	0.266916242306145	0.985	0.971	4.26971710156455e-259	"Intermediate mesoderm"	"Pdcd5"
"Tead22"	1.21430364298973e-253	0.276910905281911	0.972	0.841	2.70898999714578e-249	"Intermediate mesoderm"	"Tead2"
"Hand13"	2.44737435298656e-251	0.430345161909398	0.526	0.277	5.45984744407771e-247	"Intermediate mesoderm"	"Hand1"
"H2afv4"	5.15925671280573e-249	0.259234137720189	0.997	0.957	1.15097858005983e-244	"Intermediate mesoderm"	"H2afv"
"H2afy24"	1.96560189606739e-241	0.254336107152893	0.873	0.635	4.38506126993675e-237	"Intermediate mesoderm"	"H2afy2"
"Msx22"	2.97437763154138e-221	0.331179509518102	0.472	0.262	6.63553905820567e-217	"Intermediate mesoderm"	"Msx2"
"Ypel31"	4.68064984719566e-211	0.286443301259535	0.703	0.512	1.04420617441088e-206	"Intermediate mesoderm"	"Ypel3"
"Gstm52"	4.83528734814783e-207	0.263463773597671	0.775	0.622	1.0787042544983e-202	"Intermediate mesoderm"	"Gstm5"
"Ttc33"	8.66958270087873e-205	0.251898448326347	0.872	0.726	1.93409720473904e-200	"Intermediate mesoderm"	"Ttc3"
"Sms3"	2.67252457796913e-203	0.251006329214358	0.93	0.797	5.96213508099133e-199	"Intermediate mesoderm"	"Sms"
"Id13"	7.19869457295416e-154	0.275109400577667	0.845	0.68	1.60595677228034e-149	"Intermediate mesoderm"	"Id1"
"Pmp222"	0	2.05317431828456	0.979	0.194	0	"Mesenchyme"	"Pmp22"
"Acta22"	0	1.60512922766895	0.706	0.081	0	"Mesenchyme"	"Acta2"
"Krt83"	0	1.58037678073532	0.998	0.55	0	"Mesenchyme"	"Krt8"
"Krt184"	0	1.55247972383266	0.999	0.681	0	"Mesenchyme"	"Krt18"
"Hand14"	0	1.55031708276585	0.982	0.257	0	"Mesenchyme"	"Hand1"
"Mest7"	0	1.54730940639801	0.999	0.665	0	"Mesenchyme"	"Mest"
"Dlk14"	0	1.52885251619987	0.886	0.241	0	"Mesenchyme"	"Dlk1"
"Tmsb4x5"	0	1.40018852093122	0.98	0.845	0	"Mesenchyme"	"Tmsb4x"
"Vim7"	0	1.26512576995094	0.987	0.417	0	"Mesenchyme"	"Vim"
"Spin2c2"	0	1.23909893865807	0.93	0.26	0	"Mesenchyme"	"Spin2c"
"Csrp24"	0	1.23015123871786	0.987	0.69	0	"Mesenchyme"	"Csrp2"
"Cnn26"	0	1.19880077439622	0.957	0.419	0	"Mesenchyme"	"Cnn2"
"Serpinh17"	0	1.19047125315748	1	0.861	0	"Mesenchyme"	"Serpinh1"
"Meg35"	0	1.18467648060705	0.968	0.738	0	"Mesenchyme"	"Meg3"
"Slc2a14"	0	1.17116342722231	0.987	0.866	0	"Mesenchyme"	"Slc2a1"
"Tagln1"	0	1.09865156012204	0.723	0.071	0	"Mesenchyme"	"Tagln"
"Foxf13"	0	1.08750826922627	0.9	0.145	0	"Mesenchyme"	"Foxf1"
"Lum"	0	1.07678072494017	0.221	0.014	0	"Mesenchyme"	"Lum"
"Ppic7"	0	1.03866468438235	0.978	0.497	0	"Mesenchyme"	"Ppic"
"Anxa23"	0	1.03495342403004	0.78	0.191	0	"Mesenchyme"	"Anxa2"
"Cmtm73"	0	0.989605815717779	0.962	0.566	0	"Mesenchyme"	"Cmtm7"
"Plac81"	0	0.974812034425811	0.855	0.301	0	"Mesenchyme"	"Plac8"
"Phlda24"	0	0.971569812866605	0.931	0.653	0	"Mesenchyme"	"Phlda2"
"Tmem883"	0	0.959665631750771	0.917	0.29	0	"Mesenchyme"	"Tmem88"
"Csrp14"	0	0.949435394657315	0.904	0.447	0	"Mesenchyme"	"Csrp1"
"Cald17"	0	0.943881777439506	0.923	0.505	0	"Mesenchyme"	"Cald1"
"Lgals13"	0	0.941789267210749	0.934	0.65	0	"Mesenchyme"	"Lgals1"
"Cryab1"	0	0.9020332520395	0.575	0.06	0	"Mesenchyme"	"Cryab"
"Bmp43"	0	0.872029794860106	0.882	0.194	0	"Mesenchyme"	"Bmp4"
"Tdo2"	0	0.867954265231775	0.492	0.014	0	"Mesenchyme"	"Tdo2"
"S100a105"	0	0.860683220384851	0.982	0.704	0	"Mesenchyme"	"S100a10"
"H196"	0	0.845593208513844	0.988	0.615	0	"Mesenchyme"	"H19"
"Tmem1081"	0	0.843925295500985	0.722	0.1	0	"Mesenchyme"	"Tmem108"
"Tpm12"	0	0.826797769933576	0.991	0.794	0	"Mesenchyme"	"Tpm1"
"Myl64"	0	0.772467358035898	0.999	0.993	0	"Mesenchyme"	"Myl6"
"Peg35"	0	0.766311341488898	0.955	0.554	0	"Mesenchyme"	"Peg3"
"Ahnak"	0	0.761665058337049	0.731	0.094	0	"Mesenchyme"	"Ahnak"
"Igf25"	0	0.753572313735421	0.807	0.273	0	"Mesenchyme"	"Igf2"
"Sparc5"	0	0.742516541786978	0.959	0.662	0	"Mesenchyme"	"Sparc"
"Bambi5"	0	0.730655106970361	0.92	0.504	0	"Mesenchyme"	"Bambi"
"Nnat3"	0	0.719913255154305	0.662	0.441	0	"Mesenchyme"	"Nnat"
"Basp11"	0	0.718378803558318	0.951	0.628	0	"Mesenchyme"	"Basp1"
"Tuba1a6"	0	0.714428128203353	0.996	0.847	0	"Mesenchyme"	"Tuba1a"
"Msx15"	0	0.698483632521482	0.839	0.365	0	"Mesenchyme"	"Msx1"
"Nrp13"	0	0.689613406982585	0.707	0.084	0	"Mesenchyme"	"Nrp1"
"Msx23"	0	0.687995841920315	0.758	0.25	0	"Mesenchyme"	"Msx2"
"Bex33"	0	0.686094712072977	1	0.997	0	"Mesenchyme"	"Bex3"
"Car44"	0	0.680146860343265	0.988	0.758	0	"Mesenchyme"	"Car4"
"Tpm47"	0	0.677622659150219	0.997	0.891	0	"Mesenchyme"	"Tpm4"
"Rbbp72"	0	0.676179129787216	0.997	0.971	0	"Mesenchyme"	"Rbbp7"
"Tceal95"	0	0.676025668147068	1	0.987	0	"Mesenchyme"	"Tceal9"
"Glipr23"	0	0.666873985488206	0.75	0.249	0	"Mesenchyme"	"Glipr2"
"Stard8"	0	0.660191639496073	0.708	0.097	0	"Mesenchyme"	"Stard8"
"Col1a11"	0	0.649601003380407	0.418	0.027	0	"Mesenchyme"	"Col1a1"
"Tmsb107"	0	0.62977119895137	1	0.978	0	"Mesenchyme"	"Tmsb10"
"Igfbp26"	0	0.620664951249132	0.848	0.628	0	"Mesenchyme"	"Igfbp2"
"Mid1ip11"	0	0.596012217273675	0.724	0.326	0	"Mesenchyme"	"Mid1ip1"
"Pitx2"	0	0.581278696394559	0.545	0.118	0	"Mesenchyme"	"Pitx2"
"Crip27"	0	0.572314278926234	0.922	0.63	0	"Mesenchyme"	"Crip2"
"Myl92"	0	0.565088729178043	0.581	0.137	0	"Mesenchyme"	"Myl9"
"Hsd11b2"	0	0.559150719608763	0.566	0.1	0	"Mesenchyme"	"Hsd11b2"
"Tspan44"	0	0.553605524789942	0.83	0.515	0	"Mesenchyme"	"Tspan4"
"Maged17"	0	0.552322814983294	0.967	0.749	0	"Mesenchyme"	"Maged1"
"Marcks1"	0	0.551573176195919	0.876	0.562	0	"Mesenchyme"	"Marcks"
"Tubb65"	0	0.549803086031192	0.88	0.582	0	"Mesenchyme"	"Tubb6"
"Efnb12"	0	0.546347552658235	0.652	0.206	0	"Mesenchyme"	"Efnb1"
"Pdlim73"	0	0.53460434559892	0.842	0.485	0	"Mesenchyme"	"Pdlim7"
"Hoxb27"	0	0.533486979027545	0.774	0.278	0	"Mesenchyme"	"Hoxb2"
"Tnni11"	0	0.532075709853677	0.542	0.119	0	"Mesenchyme"	"Tnni1"
"Rcn32"	0	0.529622335570367	0.837	0.538	0	"Mesenchyme"	"Rcn3"
"Rbms14"	0	0.523337159053721	0.944	0.602	0	"Mesenchyme"	"Rbms1"
"Postn"	0	0.52238895118575	0.217	0.005	0	"Mesenchyme"	"Postn"
"Nkd12"	0	0.522196694064335	0.666	0.327	0	"Mesenchyme"	"Nkd1"
"Ugdh3"	0	0.521090969495061	0.8	0.411	0	"Mesenchyme"	"Ugdh"
"Klf62"	0	0.518945679977347	0.78	0.375	0	"Mesenchyme"	"Klf6"
"Pitx12"	0	0.514545546051664	0.44	0.058	0	"Mesenchyme"	"Pitx1"
"Hoxb64"	0	0.512782097576048	0.577	0.102	0	"Mesenchyme"	"Hoxb6"
"Lrrfip11"	0	0.51112555053142	0.748	0.303	0	"Mesenchyme"	"Lrrfip1"
"Dok44"	0	0.507439781809431	0.671	0.113	0	"Mesenchyme"	"Dok4"
"Ccnd29"	0	0.499944791086456	0.959	0.62	0	"Mesenchyme"	"Ccnd2"
"Ppp1r14a2"	0	0.498514046139598	0.653	0.209	0	"Mesenchyme"	"Ppp1r14a"
"Tmem1585"	0	0.493923297712799	0.548	0.264	0	"Mesenchyme"	"Tmem158"
"Fxyd62"	0	0.49374902077056	0.727	0.398	0	"Mesenchyme"	"Fxyd6"
"Col1a21"	0	0.491606293549337	0.373	0.048	0	"Mesenchyme"	"Col1a2"
"Timp21"	0	0.487093607449077	0.656	0.183	0	"Mesenchyme"	"Timp2"
"Aard3"	0	0.486827863626383	0.601	0.201	0	"Mesenchyme"	"Aard"
"Arl4c1"	0	0.480358788641202	0.755	0.388	0	"Mesenchyme"	"Arl4c"
"Slc38a43"	0	0.478491686276533	0.747	0.339	0	"Mesenchyme"	"Slc38a4"
"Ly6e"	0	0.477533711143901	0.776	0.437	0	"Mesenchyme"	"Ly6e"
"St3gal52"	0	0.475992206475435	0.632	0.162	0	"Mesenchyme"	"St3gal5"
"Steap1"	0	0.467853767264129	0.439	0.11	0	"Mesenchyme"	"Steap1"
"Reep53"	0	0.467496538547744	0.901	0.65	0	"Mesenchyme"	"Reep5"
"Cdkn1c4"	0	0.467262579565937	0.888	0.578	0	"Mesenchyme"	"Cdkn1c"
"Gpx81"	0	0.463639408288213	0.735	0.345	0	"Mesenchyme"	"Gpx8"
"Lrpap12"	0	0.462502128039967	0.907	0.608	0	"Mesenchyme"	"Lrpap1"
"Prtg6"	0	0.460252932598587	0.891	0.549	0	"Mesenchyme"	"Prtg"
"Efhd21"	0	0.459638622141446	0.663	0.26	0	"Mesenchyme"	"Efhd2"
"Rsu13"	0	0.45611086869222	0.851	0.571	0	"Mesenchyme"	"Rsu1"
"Tsc22d13"	0	0.456064911521488	0.936	0.781	0	"Mesenchyme"	"Tsc22d1"
"Cnn32"	0	0.455682692632101	0.99	0.875	0	"Mesenchyme"	"Cnn3"
"Fn18"	0	0.451273369349396	0.818	0.432	0	"Mesenchyme"	"Fn1"
"Ptch1"	0	0.448895081082198	0.594	0.229	0	"Mesenchyme"	"Ptch1"
"Wisp1"	0	0.447569017851111	0.372	0.012	0	"Mesenchyme"	"Wisp1"
"Prdm61"	0	0.446122519461789	0.636	0.118	0	"Mesenchyme"	"Prdm6"
"Smoc2"	0	0.443941958689411	0.353	0.023	0	"Mesenchyme"	"Smoc2"
"Ndn5"	0	0.441574990268795	0.7	0.36	0	"Mesenchyme"	"Ndn"
"Actb4"	0	0.440808112145947	1	0.997	0	"Mesenchyme"	"Actb"
"Tax1bp34"	0	0.439577804811075	0.917	0.609	0	"Mesenchyme"	"Tax1bp3"
"Creb3l1"	0	0.43945675140589	0.474	0.058	0	"Mesenchyme"	"Creb3l1"
"Ckap43"	0	0.438039164349587	0.82	0.503	0	"Mesenchyme"	"Ckap4"
"Igfbp45"	0	0.437733410910557	0.884	0.502	0	"Mesenchyme"	"Igfbp4"
"Peg104"	0	0.434408291039509	0.749	0.331	0	"Mesenchyme"	"Peg10"
"Dstn2"	0	0.43422239709539	0.992	0.947	0	"Mesenchyme"	"Dstn"
"Ccnd37"	0	0.432076494302707	0.965	0.809	0	"Mesenchyme"	"Ccnd3"
"Rgs52"	0	0.426052166113886	0.518	0.081	0	"Mesenchyme"	"Rgs5"
"Smarcd31"	0	0.423173118343048	0.541	0.105	0	"Mesenchyme"	"Smarcd3"
"Gabarap4"	0	0.420112457970851	0.965	0.852	0	"Mesenchyme"	"Gabarap"
"Sh3bgrl36"	0	0.417550506262029	0.984	0.909	0	"Mesenchyme"	"Sh3bgrl3"
"Abracl2"	0	0.417331743627816	0.948	0.819	0	"Mesenchyme"	"Abracl"
"Hspa52"	0	0.415588717684554	0.995	0.97	0	"Mesenchyme"	"Hspa5"
"Slc25a45"	0	0.415463871748766	1	0.989	0	"Mesenchyme"	"Slc25a4"
"Podxl2"	0	0.414706525156273	0.715	0.307	0	"Mesenchyme"	"Podxl"
"Flna3"	0	0.411677110752828	0.69	0.32	0	"Mesenchyme"	"Flna"
"Cst36"	0	0.409144386781326	0.986	0.896	0	"Mesenchyme"	"Cst3"
"Arhgap292"	0	0.40689827936717	0.544	0.101	0	"Mesenchyme"	"Arhgap29"
"Krt193"	0	0.406482860201224	0.483	0.18	0	"Mesenchyme"	"Krt19"
"Cd815"	0	0.402137410319249	0.991	0.904	0	"Mesenchyme"	"Cd81"
"Gas61"	0	0.401064223116103	0.381	0.052	0	"Mesenchyme"	"Gas6"
"Manf5"	0	0.400524549799167	0.997	0.979	0	"Mesenchyme"	"Manf"
"Dusp91"	0	0.399337495827113	0.862	0.506	0	"Mesenchyme"	"Dusp9"
"Polg2"	0	0.390833190628687	0.672	0.292	0	"Mesenchyme"	"Polg"
"Wnt22"	0	0.390235965667121	0.383	0.081	0	"Mesenchyme"	"Wnt2"
"Cfc14"	0	0.388967777105066	0.536	0.177	0	"Mesenchyme"	"Cfc1"
"Oaf3"	0	0.386332052032072	0.601	0.3	0	"Mesenchyme"	"Oaf"
"Tgfb1i12"	0	0.385166358696975	0.501	0.079	0	"Mesenchyme"	"Tgfb1i1"
"Fscn15"	0	0.384894639716056	0.993	0.886	0	"Mesenchyme"	"Fscn1"
"Nectin23"	0	0.38476269440046	0.854	0.59	0	"Mesenchyme"	"Nectin2"
"Npc23"	0	0.381151700646562	0.991	0.924	0	"Mesenchyme"	"Npc2"
"Anxa62"	0	0.379869116218134	0.518	0.152	0	"Mesenchyme"	"Anxa6"
"Gpx33"	0	0.37455364812139	0.864	0.551	0	"Mesenchyme"	"Gpx3"
"Gadd45g6"	0	0.373171340595818	0.642	0.278	0	"Mesenchyme"	"Gadd45g"
"Anxa52"	0	0.367053689471895	0.653	0.359	0	"Mesenchyme"	"Anxa5"
"Asb44"	0	0.364145366325698	0.486	0.124	0	"Mesenchyme"	"Asb4"
"Rnd3"	0	0.363261788357143	0.588	0.177	0	"Mesenchyme"	"Rnd3"
"Wls1"	0	0.359788214537364	0.798	0.471	0	"Mesenchyme"	"Wls"
"Rbpms5"	0	0.359010340615995	0.932	0.727	0	"Mesenchyme"	"Rbpms"
"Pcolce1"	0	0.358666767689863	0.484	0.106	0	"Mesenchyme"	"Pcolce"
"Sri2"	0	0.357504753566319	0.902	0.686	0	"Mesenchyme"	"Sri"
"Hand23"	0	0.355638762479307	0.491	0.058	0	"Mesenchyme"	"Hand2"
"Fermt24"	0	0.355613606960574	0.806	0.527	0	"Mesenchyme"	"Fermt2"
"Efemp21"	0	0.355506644690671	0.609	0.213	0	"Mesenchyme"	"Efemp2"
"P4hb4"	0	0.355168645634416	0.951	0.819	0	"Mesenchyme"	"P4hb"
"Bex22"	0	0.353396142816518	0.981	0.876	0	"Mesenchyme"	"Bex2"
"Luzp1"	0	0.352592806434217	0.829	0.581	0	"Mesenchyme"	"Luzp1"
"Tceal83"	0	0.35218047001631	0.999	0.938	0	"Mesenchyme"	"Tceal8"
"Tpm22"	0	0.349102892698377	0.582	0.354	0	"Mesenchyme"	"Tpm2"
"Cfl23"	0	0.348036726470239	0.891	0.695	0	"Mesenchyme"	"Cfl2"
"Copz2"	0	0.346008990899198	0.424	0.087	0	"Mesenchyme"	"Copz2"
